comentario	usuario	ciudad	puntaje	fecha_viaje	link
El viaje en si no estuvo mal, solo tuvimos que protestar porque a la hora de dar de comer, y al estar en las últimas filas, te daban de comer las sobras, los restos, y si no los querías te dejaban sin comida. Creo que el reparto del catering lo tienen mal establecido y es un aspecto a mejorar porque al final el de atrás paga lo mismo que el que está en primera fila.	ksv1958	Vitoria-Gasteiz, España	3	agosto de 2017	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r519367812-Emirates-World.html#REVIEWS
Viaje cómodo y tranquilo. Muy buen servicio y atención. (Yo viaje en febrero 2016, la aplicación no me permitía ponerla fecha correcta)	epav0n	Buenos Aires, Argentina	4	febrero de 2017	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r519367428-Emirates-World.html#REVIEWS
Sin dudas, una de las mejores aerolíneas, lo que comí y bebí en 19 horas... no se puede creer.... con escala en Río de Janeiro, ya habíamos cenado, vuelven a limpiar "todo" el avión! (Sólo tres horas de vuelo), y de ahí rumbo a Dubai..✈️ Variedad de películas, series, videos... lo que quieras!!!! Es agotador, muchas horas, recomiendo caminar, pantuflas, medias... lo más cómodo posible!!	GabrielaV687	Buenos Aires, Argentina	5	agosto de 2017	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r519366709-Emirates-World.html#REVIEWS
Mi primer vuelo con esta compañía y una satisfacción enorme. Servicio excepcional de azafatas, comida superior a lo esperado en un vuelo con la categoría turista y servicio de entretenimiento muy superior a lo visto en otras compañías. Si existe la posibilidad de elegir esta compañía entre varias para algún vuelo no dudaré en escogerla como opción principal.	gustavoadolfoh448	Santa Cruz de Tenerife, España	5	septiembre de 2016	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r519364154-Emirates-World.html#REVIEWS
Avión Airbus A380-800, muy grande y con suficiente espacio para las piernas. En la ida era un poco más antiguo, pero en la vuelta volamos en uno más nuevo (o al menos reformado). El entretenimiento a bordo es bastante bueno, con unas pantallas individuales bastante grandes. Un pero es la comida, que no está mal, pero tampoco es muy abundante. El personal de vuelo amable, y tienen el detalle de que hay personal de varias nacionalidades por lo que siempre hay alguien que habla tu idioma	Isra P	Sevilla, España	4	agosto de 2017	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r519362547-Emirates-World.html#REVIEWS
He viajado en muchas aerolíneas, pero esta es sin dudas una de las mejores, un excelente servicio a bordo y en los aeropuertos donde hemos hecho stop. Si bien es un viaje muy largo dado que todos van primero a Dubai, vale la pena porque se esmeran en cada uno de los detalles. PUntualidad y atención excelente. Lo único criticable es el poco espacio entre asientos.	Sandravpa	La Pampa Argentina	5	junio de 2017	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r519362323-Emirates-World.html#REVIEWS
Sin duda me gustaría volver a volar con esta compañía. Atención, servicio, etc de lo mejor. Solo un pero, que se si se les puede atribuir a ellos. La puntualidad en las salidas, dudosa.	josemiguelr19	Pozuelo de Alarcón, España	5	agosto de 2017	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r519361967-Emirates-World.html#REVIEWS
Todo muy bien. El servicio a bordo, en la organización, durante el check-in. Todo pensado para facilitar los trámites al pasajero. Buen catering, elección de bebidas alcohólicas, abundante en general. Excelente el entretenimiento a bordo. Repetiré, oportunamente.	GUSTAVO M	Buenos Aires, Argentina	5	julio de 2017	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r519360972-Emirates-World.html#REVIEWS
Excelente el servicio de la aerolínea, buena comida, buen servicio de entretenimiento, el wifi gratuito, aunque alcanza para poco, sirve para alguna comunicacion desde el aire.	Juan Manuel L	Concordia, Argentina	5	febrero de 2017	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r519359926-Emirates-World.html#REVIEWS
un avión grande, silencioso y las azafatas encantadoras. La pantalla de tv que llevas delante está muy bien. Tiene de todo. No te aburres.	MCarmen A	Sant Cugat del Vallès, España	5	julio de 2017	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r519359861-Emirates-World.html#REVIEWS
Todos los servicios de esta compañía son excelentes, el único problema es que el aire acondicionado estaba excesivamente alto y pese a avisar, no había manera que subieran la temperatura. Provocando una gripe horrible después del viaje...	Guada B	Sant Cugat del Vallès, España	3	agosto de 2017	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r519359697-Emirates-World.html#REVIEWS
Eran 2 vuelos de unas 7 horas cada uno, la primera parte de Barcelona a Dubái el vuelo fue con un A380. Comodisimo a pesar de ir en turista. Todas las azafatas y azafatos muy agradables. La comida a bordo buena, dentro de lo que cabe en un vuelo. Puedes beber todo lo que quieres en todo momento. La segunda parte de Dubái a Hanói fue con un 777 está bien pero la distancia entre asientos es menor que en el 380. Es un poco menos confortable. Aunque el servicio a bordo fue igual de bueno que en el anterior. Creo que si vas a hacer un viaje largo es una de las compañías por la que deberías optar. Aunque sea algo más cara que otras.	LolaP44	Sant Cugat del Vallès, España	5	agosto de 2017	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r519359039-Emirates-World.html#REVIEWS
No es la primera vez que viajamos con Emirates, y debo decir que nunca nos ha decepcionado. Cuando hubo una mini turbulencia, el piloto y la tripulación se manejaron con mucha calma. La atención y la comida son de calidad muy superior. La diferencia con otras se nota y hacen de tu viaje un placer. Muchas películas y opciones de entretenimiento.	maneyagus	Buenos Aires, Argentina	5	mayo de 2017	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r519358460-Emirates-World.html#REVIEWS
Con emirates siempre aciertas, tanto en turista como en preferente!De momento no he tenido la posibilidad de volar en su primera, cuando lo haga informaré!!	Nuria2008	Barcelona, España	5	agosto de 2017	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r519358416-Emirates-World.html#REVIEWS
Puntuales, buen servicio en clase turista. Para vuelos largos, películas entretenidas y comida bastante buena con opciones vegetarianas.	Carolina d	Madrid, España	5	septiembre de 2016	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r519358086-Emirates-World.html#REVIEWS
He viajado varias veces con Emirates a lo largo de mi vida. Recuerdo la primera vez que viaje con ellos que me quedé maravillada sobre todo con la calidad de la comida en la clase turista que no tiene nada que ver con la que experimenté en mi último vuelo con ellos. Creo que están invirtiendo mucho en mejorar la clase bussiness y se están olvidando un poco de la turista que es donde viajan la mayoría de sus pasajeros.	beatrizespelosin	Madrid, España	4	julio de 2017	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r519357899-Emirates-World.html#REVIEWS
Fui de Madrid a Nueva Zelanada haciendo escala en Dubai y Melbourne, y todo el trayecto se me pasó rapidísimo. Son todo comodidades y servicios al pasajero. Lo cuidan todo. La verdad que merece la pena pagar un poco más (a veces ni eso) para volar con ellos, sobre todo porque a veces te ahorras escalas de 20 horas. Que el tiempo también es oro!	mcaagar	Zaragoza, España	5	diciembre de 2016	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r519357133-Emirates-World.html#REVIEWS
Volar con Emirates es toda una delicia. Sus aviones nuevos, con un centro de entrenimiento digital para cada pasajero, hacen que las horas se pasen mucho mas rapido. La atencion de sus azafatas es inmejorable y ademas, en mi caso, contabamos con barra libre de bebidas, algo que en vuelos de 18 horas se agradece. La comida servida, muy correcta y variada. Sin duda es una gran aerolinea en la que se puede confiar a ciegas.	Jakobe F	Orihuela, España	5	diciembre de 2016	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r519355886-Emirates-World.html#REVIEWS
Teníamos que volar 22 horas de ida y otras 22 de vuelta haciendo escala con cambio de avión en Dubai. Tuvimos mucha suerte en el primer vuelo de BCN a Dubai de unas 7 horas, nos pasaron a Bussiness y realmente hay que decir que volamos con todo tipo de comodidades y servicios incluídos (Un menú exquisito a elegir, bebidas gratis, tablet, asientos/cabinas propias convertibles, lavabos dugnos de ser visitados con kits de aseo... El problema es cuando luego vuelves a turista...pero igualmente el servicio de la clase turista es bueno. También hay que decir que volamos en el Airbus 380, es enorme y lleva demasiada gente...se tarda mucho en embarcar y es normal que el servicio y atención de turista sea complicado. En eso si que hay que mejorar un poco.	29rutm	Barcelona, España	5	julio de 2017	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r519318407-Emirates-World.html#REVIEWS
Viajo muy habitualmente con Emirates y la considero una de las mejores compañías. El servicio a bordo es de primera calidad con, en general, buena comida y un sistema de entretenimiento puntero. Los asientos de los 380 son más anchos que en otros aviones lo que mejora mucho el confort. Los vuelos suelen ser puntuales.	979iv_nf	Getxo, España	5	agosto de 2017	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r519270844-Emirates-World.html#REVIEWS
Por obra del destino me cambiaron de asiento desde Turista a Bussiness. Me quedé sin palabras. Es similar a primera de otras aerolineas. Increible la carta de vinos, el menú y la atención proporcionada por los asistentes de vuelo. Un viaje corto se transformo inesperadamente en un premio por lo cual estoy agradecido. Emirates es genial!!!	Pablo L	Buenos Aires, Argentina	5	octubre de 2016	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r518978871-Emirates-World.html#REVIEWS
He hecho muchos vuelos con varios lineas aereas y ahora solo vuelo con Emirates cuando sea posible. El trato es exquisito, empezando por la facturacion hasta la llegada al destino. Los empleados son fabulosos	Pamela12388	Madrid, España	5	diciembre de 2016	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r518967805-Emirates-World.html#REVIEWS
Viajamos de Buenos Aires a Bangkok (Tailandia), con un stopover en Dubai. En el viaje de ida a Dubai, salimos con dos horas de demora de Ezeiza debido a que, por condiciones de niebla en Dubai, el avión había salido desde EAU con retraso. En tanto, el tramo de Dubai a Bangkok en el Airbus A380 fue perfecto. A la vuelta, tuvimos una demora de 1 hora en Dubai (por causas no explicadas) y luego de 6 horas en Río de Janeiro por tormenta (no responsabilidad de la compañía, claro). En cuanto al servicio, claramente lo más destacado es la comida (variada, rica, abundante), el sistema de entretenimiento y también el kit de aseo personal y descanso que nos regalaron. No obstante, el punto bajo se lo doy a los asientos. Esperaba una configuración más cómoda y espaciosa para la categoría turista. En resumen, recomendable.	agmouls	Buenos Aires, Argentina	4	diciembre de 2016	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r518840607-Emirates-World.html#REVIEWS
Siempre que viajo hacia Asia sobre todo Singapur y Bali viajo con Emirates. Todos los puntos son a favor de esta compañía: - servicio súper agradable y atento - estupendos aviones y mucho espacio en la clase turista - la comida fantástica - la escala en Dubái es rápida, fácil y siempre entretenida. - puntualidad No me puedo imaginar lo q puede ser viajar con ellos en primera clase !!	lulilulilulu	Madrid, España	5	agosto de 2017	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r518840587-Emirates-World.html#REVIEWS
En general el servicio es muy bueno, están atentos a tus necesidades y confort. Los alimentos de buena calidad. El espacio entre asientos es aceptable. Tienes una barra de frutas disponible.	gatz_mx	Chetumal, México	5	junio de 2017	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r518806826-Emirates-World.html#REVIEWS
Cogimos el vuelo a última hora y ya no había Bussines por lo que volamos en turista, los asientos, la comida, el personal, tanto del aeropuerto como de vuelo muy amables. Mucho mejor este turista que volar en bussines a Estados Unidos con compañías como American o Delta. El único pero es que no he conseguido aún los puntos en mi tarjeta y la de mi familia. Volveré a volar con ellos seguro.	Oliarge	La Bisbal d'Empordà, España	5	junio de 2017	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r518761008-Emirates-World.html#REVIEWS
La compañia fue espectacular, tanto el personal del aeropuerto como el personal de abordo fueron muy amables con nosotros. El servicio es excelente y los aviones muy comodos. Repetiremos sin dudarlo.	Anneta M	Madrid, España	5	agosto de 2017	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r518702036-Emirates-World.html#REVIEWS
No es el primer vuelo que realizó con Emirates y para mi, sigue siendo una de las mejores aerolíneas. La limpieza, atencion y comodidad de los aviones es mas que aceptable. Añadir que la tripulación de tierra, en dos vuelos que he realizado con esta aerolínea, han tenido el detalle de reubicar mis asientos a una ubicación mejor, incluso en el vuelo de enganche desde Dubai hasta el destino final, por lo que un 9 de puntuación.	Jomatra	Madrid, España	5	octubre de 2016	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r518690091-Emirates-World.html#REVIEWS
